create_Date,last_update,Price,sales,app_name,Created_by
21-Feb-19, 20 Feb 19,$35,0,Blast Ball - Buildbox + iOS Xcode 10 + Android Studio + Admob + GDPR,QUESTO_PLAY
21-Feb-19, 20 Feb 19,$19,1,Blast Ball - Android Studio + Admob + GDPR,QUESTO_PLAY
21-Feb-19, 25 Feb 19,$25,3,cats rescue (Android Studio+Admob+GDPR),monkey-creative
21-Feb-19, 20 Feb 19,$25,1,FRED ADVENTURES WITH ADMOB - BUILDBOX PROJECT & ECLIPS ANDROID FILE,mensellgames
21-Feb-19, 20 Feb 19,$22,2,New Candy Adventure Game Platform,TaylorAB
21-Feb-19, 20 Feb 19,$20,1,SNAKE VS MONSTERS - BUILDBOX TAMPLATE & ECLIPS ANDROID FILE,mensellgames
21-Feb-19, 20 Feb 19,$49,0,Kids Adventure Android iOS Buildbox with Applovin Ads,hobiron
21-Feb-19, 20 Feb 19,$24,0,Radial Airship ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
21-Feb-19, 20 Feb 19,$43,0,Rome Fashion Girls - Unity Game,kencu1234
21-Feb-19, 20 Feb 19,$20,4,Snake City Arcade game template + Admob (Android studio) - Easy to reskin - Snake City android game,NiceGame
21-Feb-19, 20 Feb 19,$30,1,Snake City Arcade game template + Admob - Easy to reskin - Snake City android and ios game.,NiceGame
21-Feb-19, 20 Feb 19,$20,1,Jump Craft 3D ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
21-Feb-19, 20 Feb 19,$34,3,Coffee House Android Multipurpose application with Admin Panel and Driver App,Galaxy1344
21-Feb-19, 20 Feb 19,$19,0,WordCounter - Count Words,EypCnnxx
21-Feb-19, 20 Feb 19,$24,5,Android Turbo Cleaner - Booster, Battery Saver & Notification Manager
21-Feb-19, 20 Feb 19,$34,4,Lockscreen4u - Hd Wallpapers & Custom Lockscreen,harisfarooq12
21-Feb-19, 7 Mar 19,$28,6,Soundboard with Share|Set as Tone|Favorite,Awoapp
21-Feb-19, 20 Feb 19,$15,0,Genie Expense Tracker,bluegenietechnologies
21-Feb-19, 20 Feb 19,$27,3,PhotoArt - Turn your photos into works of art|Stickers|Memes|Google Admob | Emojis|Filters,dammyk
21-Feb-19, 5 Mar 19,$25,4,My Radio with Recording,Desk87
21-Feb-19, 20 Feb 19,$59,4,Queen Scanner,TopApp2019
21-Feb-19, 20 Feb 19,$48,1,Google Maps Light,TopApp2019
19-Feb-19, 25 Feb 19,$18,2,Tic Tac Toe Android Puzzle Game With Admob,rackons2015
19-Feb-19, 18 Feb 19,$16,1,TanK Forces - Ready For Publish + Android Studio,aminokee
19-Feb-19, 18 Feb 19,$20,4,Ninja Hero Adventure Android Game with AdMob,ThunderExp
19-Feb-19, 18 Feb 19,$25,0,Jump stairs ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
19-Feb-19, 18 Feb 19,$25,3,Match Pair With Learning Puzzle Game For Kids + Ready For Publish + Android,iQueen
19-Feb-19, 7 Mar 19,$24,3,Endless Quiz with Admin Panel and Firebase Realtime,morningstarcode
11-Feb-19, 10 Feb 19,$21,1,Opposite | Android Words Puzzle Game Application,xscoder
11-Feb-19, 10 Feb 19,$26,1,Falling Hero Elfy -  Tamplete Buildbox + Xcode+Andriod Studio,aminokee
11-Feb-19, 10 Feb 19,$19,8,Rise Up - 40 Levels Full Game,TheYashChouhan
11-Feb-19, 10 Feb 19,$16,2,Falling Hero Elfy -  Ready For Publish + Android,aminokee
11-Feb-19, 10 Feb 19,$25,0,Running Fox Android Game App,shivay2017jan
11-Feb-19, 10 Feb 19,$59,0,2D Shooter Game,KineticNoise
11-Feb-19, 25 Feb 19,$25,2,Pizza Delivey + Heyzap + Android + buildbox+ Easy to Reskin,RogueGames
11-Feb-19, 10 Feb 19,$249,8,Ludo Classic - Ludo Star Game (Android And iOS),TITOUF-31
11-Feb-19, 19 Feb 19,$25,13,PREMIUM 4K & HD Wallpapers Collection - AdMob + GDPR,KINGDOV
11-Feb-19, 10 Feb 19,$15,3,QR | Barcode Generator and Scanner Android App with Admob,Yashchouhan
11-Feb-19, 10 Feb 19,$39,2,Augmented Reality Restaurant Food Menu App - Unity3D project + Android Studio Project + APK,orimpogames
11-Feb-19, 10 Feb 19,$24,0,Touchscreen Test,EypCnnxx
11-Feb-19, 18 Feb 19,$9,0,Electric Screen Prank (AdMob + Material Design),fenil10
11-Feb-19, 10 Feb 19,$28,5,Stickers App - Whatsapp Sticker Store,dammyk
27-Jan-19, 26 Jan 19,$25,2,Kids Color Book + Best Kids Color Pattern Book + Android Studio + Ready For Publish,iQueen
27-Jan-19, 31 Jan 19,$25,4,Word Swipe + Best Kids For Games + Android Studio + Ready For Publish,iQueen
27-Jan-19, 26 Jan 19,$20,7,Baby Dress Up Game For Kids + Ready For Publish + Android,iQueen
27-Jan-19, 26 Jan 19,$24,1,Sea Race Advanture - Templates Buildbox,aminokee
27-Jan-19, 26 Jan 19,$25,0,Wizard Journey - Buildbox Project,saidbanane
27-Jan-19, 26 Jan 19,$14,4,Wizard Journey - Android Platformer Game with Admob,saidbanane
27-Jan-19, 26 Jan 19,$39,1,Kids' Coloring Book App - Augmented Reality Unity3D Template Project,orimpogames
27-Jan-19, 26 Jan 19,$25,1,Just Jump Android - IAP + Ads + BuildBox File,Dulisa1
27-Jan-19, 26 Jan 19,$69,0,Super Turtle Castles World BBDOC Project,APPOSTUDIO
27-Jan-19, 26 Jan 19,$25,0,Robber Chimney Jump - Ads  + IAP + BuildBox Project,Dulisa1
27-Jan-19, 26 Jan 19,$25,1,Bridge Girl Android Game App,shivay2017jan
27-Jan-19, 26 Jan 19,$15,2,New Platform Game,TaylorAB
27-Jan-19, 26 Jan 19,$12,3,Fly & Clean,aftermath_ae
27-Jan-19, 26 Jan 19,$99,2,Snake Adventure Tours - – Puzzle Solving (Android + IOS),goutaa-32
27-Jan-19, 10 Feb 19,$14,1,Gym GO - Workout App UI Template,mahmoodsaeedi
27-Jan-19, 26 Jan 19,$12,1,Coaching Center Mobile And Backend App,quickbuzz
27-Jan-19, 26 Jan 19,$24,1,Hisn Al-Muslim - Tamplate Buildbox,aminokee
27-Jan-19, 10 Feb 19,$20,11,Sticker Maker for Whatsapp,Awoapp
27-Jan-19, 1 Feb 19,$39,12,VPN Pro 2019 - Android Free Pro VPN | In-App Purchase, Login/Register
27-Jan-19, 25 Feb 19,$19,8,Hex Radio - Single Online Radio Player App for Android with Admob,597ster
27-Jan-19, 25 Feb 19,$20,3,Face Mask + Video Recording + Streaming online Android App,creativescriptlab
19-Jan-19, 19 Jan 19,$15,5,SAVE THE EGGS - ANDROID STUDIO & ECLIPS,mensellgames
19-Jan-19, 19 Jan 19,$20,2,SAVE THE EGGS - BUILDBOX PROJECT,mensellgames
19-Jan-19, 19 Jan 19,$18,1,Circle Bird Jump + Ready For Publish + Endless Game Play + Android,iQueen
19-Jan-19, 19 Jan 19,$50,2,Mega Bundle 5 Games - Android studio Project with Admob,ArtyDigi
19-Jan-19, 19 Jan 19,$46,0,Journey Forest - Android Studio + Eclipse ( BBDOC ),EYE_SAW_FUTURE
19-Jan-19, 5 Feb 19,$69,0,Shoot and Run 3 x Characters - Buildbox + iOS Xcode 10 + Android Studio + Admob + GDPR + API 27,QUESTO_PLAY
19-Jan-19, 19 Jan 19,$49,1,Shoot and Run - Buildbox + iOS Xcode 10 + Android Studio + Admob + GDPR + API 27 + Eclipse,QUESTO_PLAY
19-Jan-19, 19 Jan 19,$49,1,Trap Mouse Dangerous Adventure - Buildbox + iOS Xcode 10 + Android Studio + Admob + GDPR + API 27,QUESTO_PLAY
19-Jan-19, 19 Jan 19,$39,0,Tic Tac Toe - Buildbox + iOS Xcode 10 + Android Studio + Admob + GDPR + API 27 + Eclipse,QUESTO_PLAY
19-Jan-19, 19 Jan 19,$34,0,Brick Breaker Classic - Buildbox + iOS Xcode 10 + Android Studio + Admob + GDPR + API 27 + Eclipse,QUESTO_PLAY
19-Jan-19, 19 Jan 19,$39,2,Dunk Up 3d ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
19-Jan-19, 19 Jan 19,$399,0,10 Unity Games Premium Bundle (with Admob ads),electricpunch1
19-Jan-19, 19 Jan 19,$149,3,Swamp Zombie Attack - Pirate Kings (Android And iOS),blackrock1991
19-Jan-19, 19 Jan 19,$24,0,Sea Race Advanture,aminokee
19-Jan-19, 19 Jan 19,$24,1,Samurai - Buildbox,games66
19-Jan-19, 19 Jan 19,$18,2,Hisn Al-Muslim Azkar & Doaa + ADMOB INTEGRATED,aminokee
19-Jan-19, 19 Jan 19,$34,1,Sling Car Drift + Admob + Chartboost + Unity + In App Purchases,waqarm6
19-Jan-19, 19 Jan 19,$22,3,Quotes.me Quotes app with Online Backend,petraapps
19-Jan-19, 19 Jan 19,$46,3,Dicto - A Pop up Offline English Dictionary,harisfarooq12
19-Jan-19, 19 Jan 19,$29,5,Fortin Service Finder (Marketplace),mayuri2411
19-Jan-19, 7 Feb 19,$19,9,Fire Quote | Native Android Quote & Status App with Firebase Back-end,loser-leo
19-Jan-19, 2 Mar 19,$25,18,Quizest - Complete Quiz Solutions With Android App And Interactive Admin Panel,itechtheme
19-Jan-19, 10 Feb 19,$49,3,School Bus Tracking Android App Template (XML Code),verbosetechlabs
19-Jan-19, 19 Jan 19,$10,1,Password Generator - Shake & Generate (Full Android Studio Project),ioscript
19-Jan-19, 19 Jan 19,$19,4,MyHealth - Health & Fitness Tracker | Beautiful UI, Push Notification
19-Jan-19, 7 Feb 19,$19,9,Fire Blog | Native Android Blog or News App with Firebase Back-end,loser-leo
19-Jan-19, 19 Jan 19,$22,0,FireMaps - the ultimate Android App for Google Maps utility features with Firebase integration,imaginoble
19-Jan-19, 19 Jan 19,$22,2,IP Viewer Plus CPU,ISOFTTECHNO
19-Jan-19, 10 Feb 19,$25,3,Notes - Password Protected Notes Application | Android Studio (FULL PROJECT),ioscript
19-Jan-19, 19 Jan 19,$50,3,Student Assistant - Notes, Timeline
19-Jan-19, 19 Jan 19,$29,5,Distanz - Real-time Random Chat,serverbedi
19-Jan-19, 19 Jan 19,$20,0,Unit Converter Pro - Xamarin Android,beytullahakyuz
19-Jan-19, 19 Jan 19,$25,7,Ear Agent - Hearing Booster  & AdMob + GDPR,KINGDOV
06-Jan-19, 6 Jan 19,$29,2,Spot It - Admob - Android & Ios Game (Buildbox Included),GAME_CITY
06-Jan-19, 6 Jan 19,$24,10,Jump Spin Fit - Fun Arcade Game Android Template + easy to reskine + AdMob,KartoFun
06-Jan-19, 6 Jan 19,$25,0,MerryChristmas - Buildbox - Eclipse - Android Studio Project,SmGame
06-Jan-19, 6 Jan 19,$28,1,Super Boy - Native American (Android Studio+BBDOC+Assets),UltravioletDeveloper
06-Jan-19, 6 Jan 19,$39,2,ColorFul Bump ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
06-Jan-19, 10 Feb 19,$18,18,Online Word Quiz + Image Guess Puzzle Game for Android,leenah_albanna
06-Jan-19, 6 Jan 19,$25,4,Gold Miner Grandpa + Ready For Publish + Android,iQueen
06-Jan-19, 6 Jan 19,$10,0,The Ring Template Game,PowerMovesC
06-Jan-19, 6 Jan 19,$25,12,Animal Jigsaw Puzzle Game For Kids + Ready For Publish + Android,iQueen
06-Jan-19, 6 Jan 19,$24,0,Ninja Jump Adventure (Android Studio+BBDOC+Assets),UltravioletDeveloper
06-Jan-19, 6 Jan 19,$23,2,Ice Princess - Magic Spa Salon Android,freebabygames5
06-Jan-19, 6 Jan 19,$15,1,KILL FLY WITH ADMOB - ANDROID STUDIO & ECLIPS FILE,mensellgames
06-Jan-19, 6 Jan 19,$20,0,Kill Fly - Buildbox Tamplate,mensellgames
06-Jan-19, 6 Jan 19,$60,0,Learn Numbers & Letters with Ice Cream Dessert,pyramidsapps
06-Jan-19, 6 Jan 19,$18,2,MEGA MATHS - BUILDBOX PROJECT WITH ADMOB,BeeApps
06-Jan-19, 6 Jan 19,$10,6,Age Calculator,vminfoway
06-Jan-19, 6 Jan 19,$29,5,Notify4u - Notification Saver & Blocker,harisfarooq12
06-Jan-19, 26 Jan 19,$20,83,RocketWeb - Android web app solution | WebToApp | WebView,InfixSoft
06-Jan-19, 6 Jan 19,$590,0,Doctor Appointment Booking App For Android,apphpcc
15-Dec-18, 15 Dec 18,$20,6,ZigZag Fire ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
15-Dec-18, 15 Dec 18,$30,12,Riddle Who Am I + Best Kids Quiz App + Ready For Publish + Android,iQueen
15-Dec-18, 15 Dec 18,$59,1,Christmas Mega Bundle 4 - Android Studio + Admob,aminokee
15-Dec-18, 15 Dec 18,$29,1,Christmas ice climber -Game Adventure,aminokee
15-Dec-18, 15 Dec 18,$25,7,Stickman Run Game- Unity Template,UnityGamesDev
15-Dec-18, 15 Dec 18,$19,4,Monkey Banana Kong Run Android studio,freebabygames5
15-Dec-18, 15 Dec 18,$70,6,Top Kids Best 5 Makeover Game + Ready For Publish + Android,iQueen
15-Dec-18, 15 Dec 18,$29,2,Big Guns n' Chickens - Android Game Template,AnalogPresent
15-Dec-18, 15 Dec 18,$18,1,Rise Up Funny Ball - Android Studio + Admob + Buildbox Project,ArtyDigi
15-Dec-18, 15 Dec 18,$35,1,Soccer Ball Smash + Android + IOS + Unity3D + Easy To Reskin,iQueen
15-Dec-18, 15 Dec 18,$35,2,Surfer Riders + Unity Games + IOS + Android,iQueen
15-Dec-18, 15 Dec 18,$18,0,ZOMBIE JUMP WITH ADMOB - ANDROID STUDIO & ECLIPSE FILE,DiaaAldeen
15-Dec-18, 15 Dec 18,$25,1,ZOMBIE JUMP BUILDBOX PROJECT WITH ADMOB,DiaaAldeen
15-Dec-18, 10 Feb 19,$18,27,Offline Word Quiz + Image Guess Puzzle Game for Android,leenah_albanna
15-Dec-18, 15 Dec 18,$29,0,Christmas Discount- 2 Buildbox games (Android Studio),xdorf88
15-Dec-18, 15 Dec 18,$14,3,Color Jump 3 - Fun Arcade Game Android Template + easy to reskine + AdMob,KartoFun
15-Dec-18, 15 Dec 18,$14,3,Trivia Quiz For kids - Game - Android Project with Admob (Interstitial and Banner),ArtyDigi
15-Dec-18, 15 Dec 18,$20,5,EasyBite | Restaurant Booking App | Android Template,webandcrafts
15-Dec-18, 15 Dec 18,$39,14,Fortin On Demand Video Android,mayuri2411
15-Dec-18, 15 Dec 18,$27,15,InstantMake - Gift Card Maker | All in one photo Editor|Meme Maker |Christmas,
15-Dec-18, 7 Feb 19,$18,6,Fire Story | Android Storybook App with Firebase Back-end,loser-leo
15-Dec-18, 15 Dec 18,$99,1,High Mega Bundle - 10 Best Android Apps - GDPR,KINGDOV
15-Dec-18, 15 Dec 18,$129,0,Super Mega Bundle - 15 Top Kingdov Apps - GDPR,KINGDOV
15-Dec-18, 15 Dec 18,$199,3,Christmas Mega Bundle - 28 Kingdov Apps - GDPR,KINGDOV
15-Dec-18, 19 Jan 19,$199,1,News & Magazine Android App,Desk87
15-Dec-18, 26 Feb 19,$24,25,WhatsTools - Premium Whatsapp Tools | Beautiful UI, Push Notification
15-Dec-18, 25 Feb 19,$20,157,Emrys Online Sticker App for WhatsApp  with Admin Panel - Android Source Code,emrys_
15-Dec-18, 15 Dec 18,$24,0,True False Quiz App For Android,Castle_Software
15-Dec-18, 5 Mar 19,$25,189,Android Video Status App With Reward Points,viaviwebtech
15-Dec-18, 15 Dec 18,$24,1,Tour Guider App with Material Design v1.0,almahirhub
15-Dec-18, 15 Dec 18,$140,11,Gorideme - Multi Service Providing App With OTP Verification Phone Number,David_Studio
15-Dec-18, 15 Dec 18,$15,3,Divine - Wordpress Android App With Admob & Onesignal Push Notification,myandylab
15-Dec-18, 10 Feb 19,$25,8,Restorder (Android) - A single restaurant food ordering app.,BytotechSolution
03-Dec-18, 2 Dec 18,$25,10,Rise Up Ballon ( Android Project + Eclipse + Admob + Bbdoc ),YoYo-Games
03-Dec-18, 2 Dec 18,$21,2,Valentine Love Secret Story First Crush Jigsaw Puzzle Game,freebabygames5
03-Dec-18, 2 Dec 18,$29,0,Smart Emoji's Quest Hidden Objects Game,freebabygames5
03-Dec-18, 2 Dec 18,$25,6,Best Wedding Makeover Games For Kids + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$19,1,Mermaid Princess Salon Girls Games,freebabygames5
03-Dec-18, 2 Dec 18,$22,4,Celebrity Star Salon + Best Makeover Game For Kids + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$25,1,Best Casual Game + Princess Strange + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$25,4,Science Girls Experiment + Best Games For Kids + Android,iQueen
03-Dec-18, 2 Dec 18,$16,2,Christmas Home CleanUp + Special Kids Games + Android,iQueen
03-Dec-18, 15 Dec 18,$39,1,Houba Houba - Unity Project - Ready to publish,comodeau
03-Dec-18, 19 Jan 19,$60,21,Mega Bundle 5 Games - Android studoi + admob,monkey-creative
03-Dec-18, 2 Dec 18,$19,1,Little Princess Salon,freebabygames5
03-Dec-18, 2 Dec 18,$16,4,Infinite Math: Android Puzzle Game,youssefragab
03-Dec-18, 2 Dec 18,$18,0,STACK JUMP WITH ADMOB - ANDROID STUDIO & ECLIPSE FILE,DiaaAldeen
03-Dec-18, 2 Dec 18,$25,1,STACK JUMP BUILDBOX PROJECT WITH ADMOB,DiaaAldeen
03-Dec-18, 2 Dec 18,$18,3,Pregnant Princess Check Up Kids Games + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$18,3,Cooking Game For Kids + Pizza Maker + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$25,1,Party Time + Top Kids Casual Game + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$27,1,Royal Princess: Wedding Makeup Salon Game For Girl,freebabygames5
03-Dec-18, 2 Dec 18,$19,1,Royal Princess Makeover & Dressup Salon Games For Girls,freebabygames5
03-Dec-18, 2 Dec 18,$16,4,ICE MONKEY RUNNER WITH ADMOB - ANDROID STUDIO & ECLIPSE FILE,DiaaAldeen
03-Dec-18, 2 Dec 18,$25,1,ICE MONKEY RUNNER BUILDBOX PROJECT WITH ADMOB,DiaaAldeen
03-Dec-18, 2 Dec 18,$25,3,Mystery House + Hidden Object + Ready For Publish + Android,iQueen
03-Dec-18, 2 Dec 18,$16,4,SANTA RUNNER WITH ADMOB - ANDROID STUDIO & ECLIPSE FILE,DiaaAldeen
03-Dec-18, 2 Dec 18,$25,1,SANTA RUNNER BUILDBOX PROJECT WITH ADMOB,DiaaAldeen
03-Dec-18, 2 Dec 18,$29,0,Jagged Escape - Admob - Android & Ios Game (Buildbox Included),GAME_CITY
