Ubisoft||Ubisoft is a producer, publisher, and distributor of interactive entertainment products.||Montreuil-sous-bois, Ile-de-France, France||Media and Entertainment, Publishing, Video Games||None||https://www.linkedin.com/company/2528/
BRANDED STRATEGIC ADVISORS||HOSPITALITY TECH, FOOD AND BEVERAGE INVESTMENT ADVISORY FIRM||New York, New York, United States||Food and Beverage, Food Delivery, Hospitality, Information Technology, Reservations, Restaurants||None||https://www.linkedin.com/feed/?lipi=urn%3Ali%3Apage%3Ad_linotify_click%3B5Eo89rHsQBuvJxbJYZbe3Q%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_linotify_click-badge-5-7
Fusion LA||Fusion LA is the first accelerator for Israeli start-ups in Los Angeles.||Santa Monica, California, United States||Business Development, Venture Capital||fusionlabs.la/||https://www.linkedin.com/company/18226688
LiftFund||LiftFund is a community development financial institution, provides affordable financial assistance to small businesses and entrepreneurs.||San Antonio, Texas, United States||Financial Services, Non Profit||www.liftfund.com/||https://www.linkedin.com/company/accion-texas
LaunchVic||LaunchVic supports a recognized, thriving startup culture, and entrepreneurs to develop and grow businesses.||Melbourne, Victoria, Australia||Finance, Financial Services, FinTech||launchvic.org/||https://www.linkedin.com/company-beta/7796422/
StartX (Stanford-StartX Fund)||StartX is an educational non-profit that helps Stanford's top entrepreneurs.||Palo Alto, California, United States||Artificial Intelligence, Automotive, Big Data, Bioinformatics, Biotechnology, Computer Vision, Consumer Software, E-Commerce, Education, Enterprise Software, Finance, Financial Services, Hardware, Internet, Internet of Things, Machine Learning, Medical Device, Non Profit, Venture Capital||startx.com/||None
ReadWrite Labs||ReadWrite Labs is a computer software that helps companies and companies to grow.||San Francisco, California, United States||Automotive, Computer, Incubators, Internet of Things, Mobile, News, Software, Wearables||readwritelabs.com/||https://www.linkedin.com/company/3549713
9+ Program||9+ offers a funding and mentoring program for product entrepreneurs with concepts in mobile, tablet, big data, gaming and wearables.||Menlo Park, California, United States||Big Data, Consulting, Venture Capital||www.9plus.us||http://www.linkedin.com/company/3237724
US-Pan Asia IoT Superhighway||US-Pan Asia IoT Superhighway helps companies excel in IoT, wearables, and emerging technologies.||Hong Kong, Hong Kong Island, Hong Kong||Consumer Goods, Information Technology, Internet of Things, Software, Wearables||None||None
NUMA||NUMA is a innovation hub which brings together community events, startup acceleration, and innovation programs for corporates.||Paris, Ile-de-France, France||Automotive, Coworking, Event Management, Innovation Management, Internet, Venture Capital||numa.co/||https://www.linkedin.com/company/numa-paris
MATTER||MATTER provides the healthcare industry with technology solutions to improve products and services.||Chicago, Illinois, United States||Health Care, Life Science, Medical||None||http://www.linkedin.com/company/matter-chicago
Propel ICT||PropelICT is a non-profit mentor network on the East Coast of Canada.||Charlottetown, Prince Edward Island, Canada||Information Services, Information Technology, Non Profit||propelict.com/||http://www.linkedin.com/company/propel-ict
Zinc.VC||Zinc.VC is a London-based business builder that runs 9 month mission-led programmes to build scalable commercial impact-led businesses.||London, England, United Kingdom||Finance, Financial Services, Incubators||None||https://www.linkedin.com/company/zincvc/
MassChallenge||MassChallenge is a global non-profit startup accelerator and competition with a focus on high-impact, early-stage entrepreneurs.||Boston, Massachusetts, United States||Finance, Financial Services, Social Entrepreneurship, Social Impact||masschallenge.org/||https://www.linkedin.com/company/masschallenge
Upward||Upward is global incubator with a vision to re-invigorate second-tier cities through innovation||New York, New York, United States||B2B, CleanTech, Cyber Security, Smart Cities||None||https://www.linkedin.com/company/move-upward/
Pi Labs||Pi Labs is Europe's first property tech venture capital platform.||London, England, United Kingdom||Finance, Innovation Management, Venture Capital||www.pilabs.co.uk||http://www.linkedin.com/company/5340739
Coplex||Coplex is a venture builder that partners with industry experts and innovative enterprises to start high-growth tech companies.||Phoenix, Arizona, United States||Incubators, Mobile, Product Design, Software, Venture Capital||None||https://www.linkedin.com/company/coplex/
NEXT Canada||NEXT Canada is a national non-profit charity with a focus on increasing national prosperity through innovation and entrepreneurship.||Toronto, Ontario, Canada||Education, FinTech, Hardware, Health Care, Human Resources, Information Technology, Internet of Things, Mobile, Software||www.nextcanada.com||https://www.linkedin.com/company/next-canada/
Startup Olé Accelerator||Organizers of entrepreneur events with the aim to connect startups with opportunities to finance and grow their business||Salamanca, Castilla y Leon, Spain||Events, Internet||startupoleaccelerator.com/||None
NewMe Accelerator||NewME is the first startup accelerator for minority founders.||San Francisco, California, United States||Finance, Financial Services, Venture Capital||www.newme.in/||http://www.linkedin.com/company/newme-accelerator
ideaTree Inc.||An investor in startups with a focus on mentoring and providing tools to help incubate early stage entrepreneurs.||West Hollywood, California, United States||FinTech, Incubators, Mobile, Social Media, Social Network||None||http://www.linkedin.com/company/ideatree-india-private-limited
CanopyBoulder||CanopyBoulder is a mentorship-driven seed-stage business accelerator and investment fund||Boulder, Colorado, United States||Finance, Financial Services, Incubators||www.canopyboulder.com||https://www.linkedin.com/company/canopy-boulder
JFDI.Asia||JFDI.Asia is a seed accelerator that focuses on mobile and digital start-up businesses.||Singapore, Central Region, Singapore||Finance, Incubators||jfdi.asia||https://www.linkedin.com/company/1622673
Draper Goren Holm||Draper Goren Holm is a fintech venture studio focused on incubating and accelerating early-stage blockchain startups.||Westlake Village, California, United States||Blockchain, Cryptocurrency, Financial Services||drapergorenholm.com/||https://www.linkedin.com/company/drapergorenholm
Iconic Holding||Iconiq Holding is a decentralized venture capital group that builds a premier digital asset management ecosystem.||Frankfurt, Hessen, Germany||Blockchain, Cryptocurrency, Finance, Financial Services, Internet, Venture Capital||iconicholding.com/||https://www.linkedin.com/company/iconicholding
Agency of Trillions (AoT)||Innovation Agency. Innovation Accelerator.||New York, New York, United States||Hardware, Innovation Management||www.aot.co||None
Starter Studio||Starter Studio is a company that provides programs and mentorship to growing entrepreneurs.||Orlando, Florida, United States||Corporate Training, Service Industry, Training||starterstudio.com||https://www.linkedin.com/in/donnamackenzie
Ignite Accelerator||Ignite provides accelerator, incubator, and education programs for technology startups.||Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom||B2B, B2C, Incubators||ignite.io/||http://www.linkedin.com/company/2864901
Flashpoint||BIONIC is an advertising management platform used by Advertisers, Agencies and Publishers.||Dublin, Dublin, Ireland||Advertising, Apps, Internet, Social Media||flashpoint.ie||http://www.linkedin.com/company/flashpoint-ireland
Zarpamos||Zarpamos is a business accelerator private funding for entrepreneurs in the IT sector.||A Coruña, Galicia, Spain||Business Development, Finance, Incubators||www.zarpamos.com/||http://www.linkedin.com/company/zarpamos
Startupbootcamp||Startupbootcamp is a global network of industry-focused startup accelerators that provides investment and mentorship services.||London, England, United Kingdom||Finance, Financial Services, Venture Capital||www.startupbootcamp.org||https://www.linkedin.com/company/startupbootcamp
1871||1871 is a not-for-profit community that helps digital designers, engineers, and entrepreneurs build their startups and share ideas.||Chicago, Illinois, United States||Advice, Consulting, Finance, Internet, Non Profit, Training||None||http://www.linkedin.com/company/2460804
Akron Global Business Accelerator||Where does innovation go to grow? The Akron Global Business Accelerator. Since 1983 the Accelerator has earned an international reputation||Akron, Ohio, United States||Business Development, Business Intelligence, SaaS||www.akronaccelerator.com||http://www.linkedin.com/company/2546578
KERN Ventures||KERN Ventures is an investment firm focusing on providing funding, consultancy and strategy advice to start-up companies.||Kuala Lumpur, Kuala Lumpur, Malaysia||Finance, Financial Services, Venture Capital||www.ivmalaysia.com||https://www.linkedin.com/company/infinite-ventures-malaysia
Phandeeyar Accelerator||Phandeeyar Accelerator helps the most promising tech startups in Myanmar to grow and succeed.||Yangon, Yangon, Myanmar||Incubators, Product Management||accelerator.phandeeyar.org||None
Buildit Accelerator||Buildit, Accelerator of Things, for startups in hardware & IoT||Riga, Riga, Latvia||Consulting, Hardware, Incubators||None||http://www.linkedin.com/company/buildit
Lightning Lab||Lightning Lab is New Zealand's premiere business accelerator programme that supports, and invests in, early-stage entrepreneurs.||Wellington, Wellington, New Zealand||Finance, Venture Capital||www.lightninglab.co.nz||http://www.linkedin.com/company/lightning-lab
500 Startups||500 Startups is a global venture capital firm with a network of startup programs headquartered in Silicon Valley.||Mountain View, California, United States||Finance, Financial Services, Venture Capital||500.co||http://www.linkedin.com/company/500-startups
CREATE-X||CREATE-X is a Georgia Tech initiative and accelerator for students to launch successful startups.||Atlanta, Georgia, United States||Education, Training||None||https://www.linkedin.com/company/create-x/
H-FARM||H-FARM is an innovative platform set up in 2005 to help entrepreneurs launch new initiatives and support the digitalisation of Corporates||Roncade, Veneto, Italy||B2B, Blockchain, Fashion, FinTech, Food and Beverage, Internet of Things, Retail, SaaS, Tourism, Travel||None||https://www.linkedin.com/company/h-farm/
Albany Medical College||Albany Medical College is a school.||Albany, New York, United States||Biotechnology, Consulting, Education, Financial Services, FinTech, Medical, Universities||None||None
iCatapult||iCatapult is a business development company that helps European tech start-ups expand their businesses to a global scale.||Budapest, Budapest, Hungary||Business Development, Finance||www.icatapult.co||http://www.linkedin.com/company/icatapult
Coinsilium Group||Coinsilium Group is a London-based FinTech company focused on the implementation of blockchain technology products and services.||London, England, United Kingdom||Finance, Financial Services, FinTech, Venture Capital||coinsilium.com/||https://www.linkedin.com/company/coinsilium/
Pursuit||Pursuit is a social impact organization that creates transformation where it’s needed most.||Long Island City, New York, United States||Collaboration, Event Management, Innovation Management, Non Profit||www.pursuit.org||https://www.linkedin.com/school/joinpursuit
XLerateHealth||XLerateHealth is enterprise-focused and will help early stage healthcare companies build out their commercialisation strategy.||Louisville, Kentucky, United States||Biotechnology, Health Care, Hospital||www.xleratehealth.com||http://www.linkedin.com/company/xleratehealth
Blockchers||Acceleration programme to support startups working with Blockchain technologies||Pamplona, Navarra, Spain||Blockchain||www.blockchers.eu||None
Accelerace||Accelerace, a Denmark-based business development organization, provides training, funding, and business development services for startups.||Copenhagen, Hovedstaden, Denmark||Artificial Intelligence, Biotechnology, Blockchain, CleanTech, EdTech, FinTech, Food and Beverage, Health Care, Internet of Things, Medical Device||www.accelerace.io||http://www.linkedin.com/company/1561499
Zeroth.AI||Zeroth is an accelerator for early-stage start-ups in artificial intelligence & machine learning companies in Asia.||Hong Kong, Hong Kong Island, Hong Kong||Artificial Intelligence, Intelligent Systems, Machine Learning, Software, Venture Capital||www.zeroth.ai/||https://www.linkedin.com/company/10841747
Brinc||Brinc is a venture capital and accelerator firm that empowers game changers to help solve some of the world's biggest challenges.||Central, Hong Kong Island, Hong Kong||Clean Energy, E-Commerce, Food and Beverage, Home Health Care, Manufacturing, Nutrition, Robotics, Software, Technical Support, Transportation||www.brinc.io||https://www.linkedin.com/company/brinc-io
Navigator CRE||NavigatorCRE is the leading edge cloud-based platform, built for Commercial Real Estate (CRE) industry professionals.||Seattle, Washington, United States||Business Intelligence, Commercial Real Estate, SaaS||None||https://www.linkedin.com/company/NavigatorCRE
Jefferson Education Accelerator||The Jefferson Education Accelerator supports the testing and scaling of solutions that are making a positive impact on student success.||Washington, District of Columbia, United States||EdTech, Education, Higher Education||None||None
Brinc Accelerator of Accelerators||Brinc Accelerator of Accelerators develops and operates training programs for incubator, accelerator, and investment companies.||Central, Hong Kong Island, Hong Kong||Business Development, Financial Services, Training||www.brinc.io/aoa||None
Avatech||Avatech is a 6-month long startup accelerator program in Tehran, Iran.||Tehran, Tehran, Iran||Angel Investment, Finance, Venture Capital||avatech.ir/en/||http://www.linkedin.com/company/avatech-accelerator
Flashstarts||Flashstarts is an expert and intern-powered startup accelerator and venture fund for early-stage software startups.||Cleveland, Ohio, United States||Automotive, Finance, Health Care, Incubators, Software, Venture Capital||www.flashstarts.com||http://www.linkedin.com/company/flashstarts-inc-
eFactory||Efactory is a business resource center for entrepreneurs and startups in southwest Missouri||Springfield, Missouri, United States||Midwestern US||efactory.missouristate.edu/||None
TECHFUND||TechFund is a venture capital firm specializing in incubation and seed stage investments.||Shibuya, Kanagawa, Japan||Angel Investment, Finance, Venture Capital||techfund.jp/||None
Etohum||Etohum, a Turkish startup accelerator program, provides budding entrepreneurs with mentorship, seed funding, and other support services.||Istanbul, Istanbul, Turkey||Finance, Venture Capital||english.etohum.com||http://www.linkedin.com/company/etohum
Alphacap Berhad||Alphacap is invest in extraordinary entrepreneurs with unique technologies that will define the next era of innovation.||Puchong, Selangor, Malaysia||Angel Investment, Finance, Financial Services, Impact Investing||www.alphacapberhad.com||https://www.linkedin.com/company/alphacapberhad/
InnoEnergy||InnoEnergy is the innovation engine for sustainable energy across Europe.||Eindhoven, Noord-Brabant, The Netherlands||Clean Energy, Education, Energy, Energy Efficiency, Energy Management, Energy Storage, Impact Investing, Power Grid, Renewable Energy, Smart Building, Smart Home, Training||None||https://www.linkedin.com/school/eitinnoenergy
LearnLaunch Accelerator||LearnLaunch Accelerator program is designed to help early stage edtech entrepreneurs successfully grow startups.||Boston, Massachusetts, United States||E-Learning, EdTech, Education, Finance, Incubators||learnlaunch.com/x/||http://www.linkedin.com/company/learnlaunchx
Decelera||Decelera focuses on generating differential value through a deceleration methodology for its stakeholders.||Mahón, Islas Baleares, Spain||Big Data, Impact Investing, Social Entrepreneurship, Sustainability||www.decelera.com/||https://www.linkedin.com/company/decelera/
SixThirty||SixThirty is a global venture capital firm focused on investing in late seed stage FinTech, InsurTech and Cyber Security companies||St Louis, Missouri, United States||Cyber Security, E-Commerce, Finance, Financial Services, FinTech, InsurTech||www.sixthirty.co/||https://www.linkedin.com/company/sixthirty-global-fintech-seed-fund/
Flat6Labs||Flat6Labs is Sawari Ventures’ dedicated startup accelerator for seed stage investments.||Gîza, Al Jizah, Egypt||Apps, Finance, Software, Training, Venture Capital||www.flat6labs.com||http://www.linkedin.com/company/flat6labs
Union Kitchen||Food Accelerator||Washington, District of Columbia, United States||Finance, Food and Beverage||None||https://www.linkedin.com/company/union-kitchen-dc/
SixThirty CYBER||A late-seed stage Cyber Security fund, started by experienced executives and operators, and launched by SixThirty||St Louis, Missouri, United States||Cyber Security, Venture Capital||None||https://www.linkedin.com/company/sixthirty-cyber
Lighthouse Labs RVA||Lighthouse Labs is a founder friendly accelerator that provides $20k for 0% equity.||Richmond, Virginia, United States||Artificial Intelligence, Venture Capital||www.lighthouselabsrva.com||https://www.linkedin.com/company/lighthouse-labs-rva/
FireSpring Fund||FireSpring Fund is organized as a nonprofit evergreen seed fund.||Orlando, Florida, United States||Education, Marketing, Non Profit, Sharing Economy||firespringfund.org||https://www.linkedin.com/company-beta/10065941/?pathWildcard=10065941
Brooklyn Fashion & Design Accelerator||A vibrant hub where designers can build successful businesses that integrate the environment and society into their bottom line.||New York, New York, United States||3D Printing, Communities, Incubators||bkaccelerator.com/||https://www.linkedin.com/company/3991571
Digital Sandbox KC||Early-stage commercialization support||Kansas City, Missouri, United States||Test and Measurement||None||None
Digital Sandbox KC||Early-stage commercialization support||Kansas City, Missouri, United States||Test and Measurement||None||None
The Yield Lab||Provides agriculture technology companies with funding, training, mentorship, and networking opportunities.||St Louis, Missouri, United States||Agriculture, AgTech, CleanTech, Food Processing, Natural Resources, Service Industry, Social Entrepreneurship||www.theyieldlab.com/||http://www.linkedin.com/company/the-yield-lab
Boomtown Accelerators||Boomtown's bespoke accelerator programs help startups turn ideas into profitable, scalable businesses.||Boulder, Colorado, United States||Advertising, B2B, Health Care, Internet, Internet of Things, Mobile, Network Hardware, SaaS||www.boomtownaccelerators.com||https://www.linkedin.com/company/boomtownaccelerators/
AlphaLab||AlphaLab is a nationally ranked software accelerator helping early-stage tech companies quickly figure out the best way to build and grow.||Pittsburgh, Pennsylvania, United States||Advertising, Augmented Reality, B2B, B2C, Biotechnology, E-Commerce, Energy, Enterprise, Finance, FinTech, Life Science, Marketing, Mobile, Retail Technology, Virtual Reality||alphalab.org||None
Iron Yard Ventures||The Iron Yard is a mentorship-driven startup accelerator providing education and early stage funding for Digital Health and Edtech startups.||Greenville, South Carolina, United States||EdTech, Health Care, Hospitality, Software||ironyardventures.com||https://www.linkedin.com/school/the-iron-yard/
NextEnergy||NextEnergy is a nonprofit organization||Detroit, Michigan, United States||Energy Management, Non Profit, Renewable Energy||www.nextenergy.org||http://www.linkedin.com/company/nextenergy-center
Concepter||Concepter - a startup studio, that creates award-winning products and a hardware accelerator with $100k fund.||Brooklyn, New York, United States||Consumer Electronics, Lifestyle, Mobile Apps||concepter.co/||https://www.linkedin.com/company/5369406
XLR8UH||XLR8UH is a venture accelerator that educates, mentors, and invests in University of Hawai‘i's research and talent.||Honolulu, Hawaii, United States||Consulting, Financial Services, Venture Capital||www.xlr8uh.com||https://www.linkedin.com/company/xlr8uh
gener8tor||gener8tor is a nationally ranked, concierge accelerator that invests in high-growth startups.||Madison, Wisconsin, United States||Finance, Venture Capital||www.gener8tor.com||http://www.linkedin.com/company/gener8tor
Idea Village||The Idea Village provides a broad array of high-impact educational and consulting services facilitating entrepreneurial growth.||New Orleans, Louisiana, United States||Consulting, Education, Non Profit||ideavillage.org||None
Blueseed||Blueseed was an a attempt at a visa-free startup community on a cruise ship stationed near Silicon Valley. Now on hold pending funding.||Palo Alto, California, United States||Coworking, Incubators, Marine Technology, Travel||blueseed.com||https://www.linkedin.com/company/blueseed
STARTPLATZ||STARTPLATZ is a startup accelerator & incubator for early-stage tech startups in Cologne and Dusseldorf||Cologne, Nordrhein-Westfalen, Germany||Incubators, Internet, Virtual Workforce||www.startplatz.de/||https://www.linkedin.com/company/startplatz
York Entrepreneurship Development Institute||York Entrepreneurship Development Institute is a sector-agnostic start-up accelerator that provides mentorship to innovative entrepreneurs.||Toronto, Ontario, Canada||Consulting, Management Consulting, Non Profit, Social Entrepreneurship, Training||None||https://www.linkedin.com/company/york-entrepreneurship-development-institute-yedi-/
Itnig||Itnig is a startup ecosystem that builds the internet companies of the future||Barcelona, Catalonia, Spain||Business Development, Internet, Mobile, Recruiting, Web Development||itnig.net||http://www.linkedin.com/company/itnig
Bootup Labs||Bootup Labs is a startup accelerator that helps founders and companies go 'from zero to fundable'.||Vancouver, British Columbia, Canada||Finance, Software||www.bootuplabs.com||http://www.linkedin.com/company/bootup-labs-inc.
Startup.lt||Startup.lt – business accelerator designed to help your startup grow fast.||Vilnius, Vilniaus Apskritis, Lithuania||Education, Events, Finance, Human Resources, Information Technology, Legal, Project Management||www.startup.lt||https://www.linkedin.com/company/startup-lt
Green Way Laboratories, Inc.||Develops high-performance green chemicals||Los Angeles, California, United States||CleanTech, Green Consumer Goods, Industrial, Intellectual Property||www.greenwaylabs.com/||https://www.linkedin.com/company/green-way-laboratories-inc-
