create_Date,last_update,Price,sales,app_name,Created_by
11-Feb-19, 19 Feb 19,$25,13,PREMIUM 4K & HD Wallpapers Collection - AdMob + GDPR,KINGDOV
11-Feb-19, 10 Feb 19,$15,3,QR | Barcode Generator and Scanner Android App with Admob,Yashchouhan
11-Feb-19, 10 Feb 19,$39,2,Augmented Reality Restaurant Food Menu App - Unity3D project + Android Studio Project + APK,orimpogames
11-Feb-19, 10 Feb 19,$24,0,Touchscreen Test,EypCnnxx
11-Feb-19, 18 Feb 19,$9,0,Electric Screen Prank (AdMob + Material Design),fenil10
27-Jan-19, 26 Jan 19,$12,1,Coaching Center Mobile And Backend App,quickbuzz
27-Jan-19, 26 Jan 19,$24,1,Hisn Al-Muslim - Tamplate Buildbox,aminokee
27-Jan-19, 10 Feb 19,$20,11,Sticker Maker for Whatsapp,Awoapp
27-Jan-19, 1 Feb 19,$39,12,VPN Pro 2019 - Android Free Pro VPN | In-App Purchase, Login/Register
27-Jan-19, 25 Feb 19,$19,8,Hex Radio - Single Online Radio Player App for Android with Admob,597ster
19-Jan-19, 19 Jan 19,$46,3,Dicto - A Pop up Offline English Dictionary,harisfarooq12
19-Jan-19, 19 Jan 19,$29,5,Fortin Service Finder (Marketplace),mayuri2411
19-Jan-19, 7 Feb 19,$19,9,Fire Quote | Native Android Quote & Status App with Firebase Back-end,loser-leo
19-Jan-19, 2 Mar 19,$25,18,Quizest - Complete Quiz Solutions With Android App And Interactive Admin Panel,itechtheme
19-Jan-19, 10 Feb 19,$49,3,School Bus Tracking Android App Template (XML Code),verbosetechlabs
19-Jan-19, 19 Jan 19,$10,1,Password Generator - Shake & Generate (Full Android Studio Project),ioscript
19-Jan-19, 19 Jan 19,$19,4,MyHealth - Health & Fitness Tracker | Beautiful UI, Push Notification
19-Jan-19, 7 Feb 19,$19,9,Fire Blog | Native Android Blog or News App with Firebase Back-end,loser-leo
19-Jan-19, 19 Jan 19,$22,0,FireMaps - the ultimate Android App for Google Maps utility features with Firebase integration,imaginoble
19-Jan-19, 19 Jan 19,$22,2,IP Viewer Plus CPU,ISOFTTECHNO
19-Jan-19, 10 Feb 19,$25,3,Notes - Password Protected Notes Application | Android Studio (FULL PROJECT),ioscript
19-Jan-19, 19 Jan 19,$50,3,Student Assistant - Notes, Timeline
19-Jan-19, 19 Jan 19,$29,5,Distanz - Real-time Random Chat,serverbedi
06-Jan-19, 6 Jan 19,$10,6,Age Calculator,vminfoway
06-Jan-19, 6 Jan 19,$29,5,Notify4u - Notification Saver & Blocker,harisfarooq12
06-Jan-19, 26 Jan 19,$20,83,RocketWeb - Android web app solution | WebToApp | WebView,InfixSoft
15-Dec-18, 15 Dec 18,$27,15,InstantMake - Gift Card Maker | All in one photo Editor|Meme Maker |Christmas,
15-Dec-18, 7 Feb 19,$18,6,Fire Story | Android Storybook App with Firebase Back-end,loser-leo
15-Dec-18, 15 Dec 18,$99,1,High Mega Bundle - 10 Best Android Apps - GDPR,KINGDOV
15-Dec-18, 15 Dec 18,$129,0,Super Mega Bundle - 15 Top Kingdov Apps - GDPR,KINGDOV
15-Dec-18, 15 Dec 18,$199,3,Christmas Mega Bundle - 28 Kingdov Apps - GDPR,KINGDOV
15-Dec-18, 19 Jan 19,$199,1,News & Magazine Android App,Desk87
15-Dec-18, 26 Feb 19,$24,25,WhatsTools - Premium Whatsapp Tools | Beautiful UI, Push Notification
15-Dec-18, 25 Feb 19,$20,157,Emrys Online Sticker App for WhatsApp  with Admin Panel - Android Source Code,emrys_
15-Dec-18, 15 Dec 18,$24,0,True False Quiz App For Android,Castle_Software
15-Dec-18, 5 Mar 19,$25,189,Android Video Status App With Reward Points,viaviwebtech
15-Dec-18, 15 Dec 18,$24,1,Tour Guider App with Material Design v1.0,almahirhub
15-Dec-18, 15 Dec 18,$140,11,Gorideme - Multi Service Providing App With OTP Verification Phone Number,David_Studio
15-Dec-18, 15 Dec 18,$15,3,Divine - Wordpress Android App With Admob & Onesignal Push Notification,myandylab
15-Dec-18, 10 Feb 19,$25,8,Restorder (Android) - A single restaurant food ordering app.,BytotechSolution
03-Dec-18, 15 Dec 18,$18,31,Swapp – Web To App | Multi-Purpose Android WebView App,VossenDesign
03-Dec-18, 6 Jan 19,$21,8,CardPress - Jokes - Quotes - News - Android App For Wordpress,vwebtech
03-Dec-18, 2 Dec 18,$39,30,Camera Translator,TopApp2019
03-Dec-18, 2 Dec 18,$24,0,Quotes | Beautiful UI , Admob and +1900 Quotes
03-Dec-18, 2 Dec 18,$27,22,Newsy - Full Featured Native Wordpress App,harisfarooq12
03-Dec-18, 19 Feb 19,$147,5,PET Stand - PET App For PET Lovers,samyotech
03-Dec-18, 8 Feb 19,$39,2,pure | Android Text-only Anti-social Network App + Web version,xscoder
03-Dec-18, 2 Dec 18,$49,0,Eventy- Full Multi-Purpose Android App,leonidas79
03-Dec-18, 2 Dec 18,$40,4,Best Body weight and fitness app android Full Source code With ADMOB and GDPR,emolgroup
03-Dec-18, 2 Dec 18,$49,4,Sport News - Football Android App Template (Admob/Push),AppsVilla
03-Dec-18, 2 Dec 18,$19,5,Papery - Sketchbook & Coloring Book,m-devs
18-Nov-18, 29 Jan 19,$59,14,Menorah OES – Online Examination System Mobile App,DigiSamaritan
18-Nov-18, 18 Nov 18,$39,0,Campus Mobile Info Application with Admin Panel,ipandasoft
18-Nov-18, 2 Dec 18,$79,13,PDF Convert & Edit,TopApp2019
10-Nov-18, 15 Dec 18,$39,63,Trid - City Guide Android Native with Admin Panel,
10-Nov-18, 4 Mar 19,$29,117,eVPN - Free Ultimate VPN | Android VPN, Phone Booster
10-Nov-18, 15 Dec 18,$25,30,HiFive Chat App with Admob,alpha_apps
10-Nov-18, 18 Nov 18,$22,25,QR code & Barcode Scanner and Generator MAX + Admob ads,Bezruk
10-Nov-18, 18 Nov 18,$20,6,WhatsDm-Whatsapp Direct Message Sender|Admob + Firebase Analytics+Onesignal+Clean Code,Awoapp
03-Nov-18, 2 Dec 18,$17,1,Photographic Portfolio app based on WordPress with AdMob and Firebase Push Notification,mcc-ltd
03-Nov-18, 8 Feb 19,$35,0,bCards | Android Virtual Business Cards Application,xscoder
03-Nov-18, 2 Nov 18,$20,1,BMI Calculator,EypCnnxx
03-Nov-18, 2 Nov 18,$34,1,Root Tools,EypCnnxx
03-Nov-18, 22 Feb 19,$39,3,PenPals | Android Real Letters Social Application,xscoder
03-Nov-18, 13 Nov 18,$29,5,Pro Tracker Whatsapp Number - JOKE - AdMob & GDPR,KINGDOV
03-Nov-18, 17 Jan 19,$209,0,E - Market Place (Shopify,
30-Oct-18, 19 Jan 19,$18,0,Queue Management System Lite for Android,logsearcher
23-Oct-18, 22 Oct 18,$28,19,Color Book Pro with Admob,ArtyDigi
23-Oct-18, 11 Feb 19,$29,35,eVault - Hide Pics, Ads Slider
23-Oct-18, 28 Feb 19,$69,54,Nokri - Job Board Native Android App,scriptsbundle
23-Oct-18, 27 Jan 19,$25,14,Open Chat in WhatsApp with Unknow Number - Admob & GDPR,KINGDOV
23-Oct-18, 22 Oct 18,$154,0,Public Transport Rijeka,1supermind
23-Oct-18, 22 Oct 18,$59,21,Listify - Business Directory Android Native App with WordPress Backend,WebileStudio
16-Oct-18, 15 Oct 18,$19,5,TW Calculator,EypCnnxx
16-Oct-18, 15 Oct 18,$19,4,QR Code And Barcode Scanner,EypCnnxx
16-Oct-18, 18 Dec 18,$20,52,Vido - Android Youtube Multi Channel 1.2,dream_space
16-Oct-18, 22 Feb 19,$69,6,Z Store | Android E-Commerce Shop Application with PayPal SDK,xscoder
16-Oct-18, 15 Oct 18,$27,0,Halloween Ghost - Buildbox Template - NEW GAME,aminokee
09-Oct-18, 8 Oct 18,$33,13,Stranger Chat (Random Chat) - Firebase Free Database,
09-Oct-18, 8 Oct 18,$24,11,Booster + Cleaner + App Manager with Admob (Android project + Assets ),ArtyDigi
09-Oct-18, 15 Dec 18,$24,45,Wallpapers2u - Complete Wallpaper app with Admin Panel,harisfarooq12
02-Oct-18, 15 Dec 18,$34,16,Kogy - A Complete UBER Clone with User,
27-Sep-18, 27 Sep 18,$34,28,KING BURGER restaurant with Ingredients & delivery boy full android application,FreakTemplate
27-Sep-18, 27 Sep 18,$29,2,Fortnite Battle Royale Helper App - Unity App,ABP24
27-Sep-18, 6 Jan 19,$104,2,Android Vehicle Booking Mobile Application with Admin,freebizoffer
27-Sep-18, 27 Sep 18,$27,4,Secret Dating (android),Appteve
27-Sep-18, 17 Dec 18,$16,29,Emrys Android Simple News App with Admin Panel - Android Source Code,emrys_
18-Sep-18, 27 Sep 18,$83,3,Headlines4u - News + TalkShows + Exclusive Interviews + Weather,harisfarooq12
18-Sep-18, 15 Oct 18,$38,10,Educational Theory and Quiz Tests Android App,allzone
18-Sep-18, 8 Feb 19,$39,7,CityGo | Android Single City Guide Application,xscoder
18-Sep-18, 17 Sep 18,$33,20,WhatsQuick - Send Message without Saving Number Android Native App with Admob and Push Notification,itechnotion
17-Sep-18, 17 Sep 18,$20,10,Colorify : Mandala Coloring Book,qwerty_solution
17-Sep-18, 8 Oct 18,$12,11,Firenews - Android News App,eat-fire
17-Sep-18, 9 Nov 18,$209,2,Chat Taxi,suusoft
11-Sep-18, 10 Sep 18,$18,18,QScanner - QR & Barcode Pro,pharid
11-Sep-18, 17 Sep 18,$119,0,Restaurant Fastfood,suusoft
05-Sep-18, 17 Feb 19,$8,126,ColorBook-Pro,Hideainfosys
05-Sep-18, 8 Feb 19,$39,8,WallUp | Android Social Wallpapers Application,xscoder
05-Sep-18, 6 Feb 19,$19,101,WP NewZ | WordPress to Android News App,loser-leo
05-Sep-18, 1 Oct 18,$34,26,Jalebi - Android Firebase Real-time Chat Messenger,dinosoftlabsthemes
05-Sep-18, 5 Sep 18,$20,35,Translate ( Voice to Text+ Text translator + Translation History + Bookmark + Sync Translation ),imtiyaz4410
29-Aug-18, 28 Nov 18,$22,36,Event App with Material Design,viaviwebtech
29-Aug-18, 8 Oct 18,$24,5,Kids Magic Doodles - Colorful Kids Drawing (Android),elsnertechnologies
29-Aug-18, 31 Aug 18,$29,23,QRecorder - Call and Voice Pro | Beautiful UI, Admob
29-Aug-18, 22 Feb 19,$41,12,Eventik | Android Social Events Application,xscoder
29-Aug-18, 5 Sep 18,$24,8,NewsZine - A complete News / Magazine App,
29-Aug-18, 29 Aug 18,$33,2,IGTV Video Downloader,jeffysmakjhonny
22-Aug-18, 23 Aug 18,$22,37,MyTube App with Material Design,viaviwebtech
22-Aug-18, 22 Aug 18,$29,1,Android Native Geolocation Firebase + Login with Google + Uploading an image from Library or Camera,MobIon
22-Aug-18, 8 Oct 18,$12,3,Percent Calculator,vminfoway
15-Aug-18, 15 Aug 18,$29,4,FlashLight with Compass & More (Material Design , Admob 
15-Aug-18, 13 Feb 19,$304,10,Delivery Management & Package Tracker App Development for Android Native,freebizoffer
15-Aug-18, 17 Sep 18,$20,51,Coloring Book For Mandala,templatesvilla
06-Aug-18, 5 Aug 18,$99,6,Kiosk Notion Android Native App,itechnotion
06-Aug-18, 22 Feb 19,$49,30,Bazaar | Android Social Listings Shopping Application,xscoder
27-Jul-18, 27 Jul 18,$19,1,HTML Color Codes,salah250
27-Jul-18, 17 Dec 18,$39,61,Food Ordering Android App + iOS App | Woocommerce Backend | IONIC 3 Full Application | Foodmall,opuslabsin
27-Jul-18, 17 Aug 18,$49,5,Woocommerce App Label Store For Ecommerce Stores Written in Java Android Studio Mobile,agordn
27-Jul-18, 27 Sep 18,$24,8,Smart Scanner and Generator Barcode | QRCode,elsnertechnologies
27-Jul-18, 26 Jan 19,$19,3,Weather Forecast,atif_farrukh
27-Jul-18, 27 Jul 18,$18,19,QrCode4u - Qr Code Generator + Scanner + Barcode Reader,harisfarooq12
27-Jul-18, 24 Oct 18,$22,2,QHospitalMap - Hospitals, Blood Banks
27-Jul-18, 24 Oct 18,$22,7,QFoodMap - Restaurants, Bars and Grocery Stores Finder
27-Jul-18, 8 Feb 19,$22,14,All Social Media in One | A Multi-site Android Application with AdMob & FCM PUSH Notification,loser-leo
23-Jul-18, 26 Dec 18,$29,8,Story Template for Android with PHP Admin,ExpressTemplate
23-Jul-18, 22 Jul 18,$24,2,Recipes Book,iappsdevelopers
23-Jul-18, 22 Jul 18,$20,10,Call Blocker Android App with Admob Intergration,alpha_apps
23-Jul-18, 22 Jul 18,$30,7,Quiz - Android Studio - Backend - Frontend,lrevllamez
16-Jul-18, 29 Oct 18,$18,30,WebView App for Android,ixastudio
16-Jul-18, 2 Mar 19,$49,27,Pikky | Android Social Media Application,xscoder
16-Jul-18, 2 Sep 18,$18,23,Strawberry - Android HD WallPaper with Admin Panel,Lrandom
16-Jul-18, 9 Jan 19,$24,125,Cherry - Android Online Music Player with Admin Panel,Lrandom
13-Jul-18, 26 Jan 19,$99,16,Smart Ringtone maker ( PSD files + Landing Page),Zatrek
10-Jul-18, 8 Feb 19,$17,20,How to Guide - Native Android Multi-category Guidebook App | AdMob | FCM PUSH Notification,loser-leo
10-Jul-18, 10 Jul 18,$34,49,Navigato - City Directory + Tourist Guide + Navigation app,harisfarooq12
10-Jul-18, 18 Nov 18,$24,26,Android Wallpaper App based on Flickr API,alex31nbs
10-Jul-18, 27 Jul 18,$22,28,20000+ Quotes & Sayings Full Application with database and admob integration,ddssoft
06-Jul-18, 6 Jul 18,$18,24,Survey Builder - Generate any complex survey's form's with Drag & Drop Interface in 15 min.,thecodefactory
06-Jul-18, 22 Jul 18,$144,0,Pet Finder - Android Full Native App,viktord
02-Jul-18, 6 Feb 19,$17,14,My Stories | Native Android Multi-category Storybook App with AdMob & FCM PUSH Notification,loser-leo
02-Jul-18, 1 Jul 18,$24,5,GPS Route Finder | Drive Navigation | Street View | Live Address | Admob Integrated,Tansal_Technologies
28-Jun-18, 7 Feb 19,$39,83,Grocery Android App with Woocommerce Backend + Grocery iOS App |  Full Application | Grocer,opuslabsin
28-Jun-18, 7 Feb 19,$39,93,Ecommerce Android app with Woocommerce backend + Ecommerce iOS app with Woocommerce IONIC- Mobimall,opuslabsin
21-Jun-18, 29 Dec 18,$73,6,Matrimonial - Wedding app,samyotech
21-Jun-18, 8 Mar 19,$39,21,Bootic Full - An android eCommerce app with admin panel,W3Engineers
21-Jun-18, 1 Jul 18,$33,40,All in One Social Media Android Native App,itechnotion
21-Jun-18, 7 Mar 19,$39,94,Grocery Supermarket Android App with Backend,
18-Jun-18, 7 Sep 18,$49,40,Salon Appointment Booking Android App + Salon iOS App | IONIC 3 with PHP Backend | Queenspot,opuslabsin
18-Jun-18, 7 Sep 18,$73,13,Conveyor - Android  Service Management App,samyotech
18-Jun-18, 10 Oct 18,$16,13,AWallZ | Native Android HD Wallpaper App with WordPress Back-end,
18-Jun-18, 18 Jun 18,$16,5,Redde - Tip Calculator for Android,java_dude
18-Jun-18, 11 Feb 19,$39,3,Fashion Ecommerce App for Andoird + iOS  Template (HTML and CSS in IONIC Framework)  |  Fashionate,opuslabsin
11-Jun-18, 15 Dec 18,$29,128,WP News - Native Android App for WordPress,itechnotion
11-Jun-18, 11 Feb 19,$39,21,Workout Android App + Workout iOS App | Template (HTML + CSS in IONIC Framework),opuslabsin
11-Jun-18, 11 Jun 18,$29,2,Brain Game Online (Android Studio + Material Design + Admob + OneSignal),salah250
11-Jun-18, 11 Jun 18,$17,8,Amen - Islamic Android Application,java_dude
11-Jun-18, 1 Mar 19,$69,49,"WhatsUp ""WhatsClone Advanced""",Strolink
11-Jun-18, 4 Oct 18,$24,95,WhatsApp video status & video sharing with admin panel android application,FreakTemplate
11-Jun-18, 11 Jun 18,$28,27,E-Commerce Android Native App with Powerful Cloud Backend,thecodefactory
11-Jun-18, 27 Sep 18,$39,32,Multiple Restaurant Food Ordering,
11-Jun-18, 20 Jun 18,$22,7,Store Locator Android App | Locate Store, ATM
11-Jun-18, 12 Feb 19,$18,7,ABlogZ | Native Android Blog or News App for WordPress Site with AdMob & FCM PUSH Notification,loser-leo
11-Jun-18, 27 Jul 18,$21,12,Ubi - Family Tracking app,java_dude
06-Jun-18, 17 Jul 18,$99,38,Cupid Love Dating Android Native Application,Potenzaglobalsolutions
06-Jun-18, 12 Feb 19,$18,7,ANewZ | Native Android News App for WordPress Site with AdMob & FCM PUSH Notification,loser-leo
06-Jun-18, 24 Oct 18,$29,14,Abc History Cleaner and Booster,pharid
06-Jun-18, 19 Jan 19,$19,3,PDF Magazine App for Android,codezem
30-May-18, 8 Aug 18,$34,3,Total Share,
27-May-18, 12 Jun 18,$49,17,Durbin - A Live Tracking System,Kunjo-software-lab
27-May-18, 27 May 18,$12,7,Intelligence Clock - Material Design, Firebase Notify
27-May-18, 27 May 18,$21,42,Horoscope (With Audio) - Daily, Monthly
20-May-18, 11 Feb 19,$89,16,Ebook - Manga - Comic (Read multi format),suusoft
20-May-18, 20 May 18,$73,2,ELearning - Listening app,suusoft
20-May-18, 6 Feb 19,$17,34,Tips and Tricks | Native Android Storybook App with AdMob & FCM PUSH Notification,loser-leo
20-May-18, 20 May 18,$12,8,Ramadan Kids Prayer - Android studoi + Tamplate buildbox,aminokee
20-May-18, 17 Jan 19,$39,360,Android Woocommerce - Universal Native Android Ecommerce / Store Full Mobile Application,themes-coder
20-May-18, 15 Sep 18,$29,16,PikLab | Android Universal Photo Editor App Template,cubycode
20-May-18, 11 Feb 19,$39,12,Yoga Android app + Yoga iOS app |  Template (HTML + CSS in IONIC Framework),opuslabsin
20-May-18, 4 Oct 18,$39,19,Wordpress News Android App + Wordpress Blog iOS App | IONIC 3 | Full Application | Koowoo,opuslabsin
20-May-18, 19 Oct 18,$39,23,Wordpress News Android App + Wordpress blog iOS App | IONIC 3 | Full Application | Newswoop,opuslabsin
20-May-18, 18 Sep 18,$24,10,Buzy Fake Call and SMS | Android Studio Project | Admob Ads | Beautiful UI | Material Design,pharid
20-May-18, 10 Oct 18,$25,14,Wallpaper Gallery Template for Android with admob and push notification,Kunjo-software-lab
20-May-18, 20 May 18,$49,2,Product Management,suusoft
20-May-18, 20 May 18,$49,3,Youtube Videos,suusoft
20-May-18, 20 May 18,$29,1,SnapPreneur,nkosinathis
13-May-18, 11 Feb 19,$24,20,Filmy9 - Movies,
13-May-18, 13 May 18,$17,4,Dictionary4u (Multiple Languages + Search History),harisfarooq12
13-May-18, 13 May 18,$40,8,eStore Shopify - Android App,ThemeDimension
13-May-18, 17 Dec 18,$59,56,Social Media Android App with Admin | PHP Backend | WeShare,opuslabsin
13-May-18, 6 Jan 19,$48,77,City Directory Android Native App with Admin Panel,itechnotion
09-May-18, 6 Feb 19,$17,25,My Book - Native Android Book App | Quiz | AdMob | FCM PUSH Notification,loser-leo
09-May-18, 11 Feb 19,$39,54,Doctor Appointment Booking Android + iOS Template (HTML+CSS in IONIC Framework) | DoctoHub,opuslabsin
09-May-18, 9 May 18,$34,12,Universal Translator,elsnertechnologies
09-May-18, 18 Oct 18,$49,63,Dentist and other Doctors Appointment Android and iOS App| IONIC 3 | With PHP Backend | Complete App,opuslabsin
09-May-18, 9 May 18,$28,19,Translator4u (Voice to Voice + Text translator),harisfarooq12
09-May-18, 6 Feb 19,$16,24,QuiziT | Native Android Multi-Category Quiz App with AdMob & FCM PUSH Notification,loser-leo
02-May-18, 14 Feb 19,$34,176,Food Delivery for multiple restaurant with delivery boy android application,FreakTemplate
02-May-18, 6 Feb 19,$19,23,Quotes and Sayings | Native Android Quotation App with FCM PUSH Notification & AdMob,loser-leo
02-May-18, 5 Mar 19,$26,29,Hotels Android App With Material Design & PHP Backend (V1.6),Panacea-Soft
02-May-18, 1 May 18,$18,11,Cryptocurrencies Live Market APP,Prototypes
26-Apr-18, 3 Nov 18,$44,78,Wallpaper App Template,neurondigital
26-Apr-18, 22 Dec 18,$25,19,Instagram Hashtags - likes & followers & AdMob + GDPR,KINGDOV
26-Apr-18, 26 Apr 18,$24,23,Crypto4u (Track & Monitor Crypto Currencies),harisfarooq12
18-Apr-18, 1 Sep 18,$19,14,Mobile CRM Customer Relationship Management App on your finger tips.,kolluru81
14-Apr-18, 20 Jun 18,$19,20,Single Channel TV | IP Streaming TV | YouTube compatibility TV Application with Dynamic Backend,mcc-ltd
14-Apr-18, 14 Apr 18,$26,4,Restaurant App for single restaurant based on WordPress Backend with Push Notification and Analytics,mcc-ltd
14-Apr-18, 5 Feb 19,$34,15,Sports coaching & training solution android application,FreakTemplate
14-Apr-18, 20 Jun 18,$26,57,Multi Channel TV Streaming App with YouTube and IP TV compatibility with AdMob,mcc-ltd
14-Apr-18, 25 Apr 18,$20,20,Dictionary App Template on Firebase | Offline Capability | Push Notification,mcc-ltd
14-Apr-18, 20 Jun 18,$26,16,Multi Channel Streaming Radio with Dynamic Backend,mcc-ltd
14-Apr-18, 20 Jun 18,$24,21,Single Channel Streaming Radio Application with Dynamic Backend,mcc-ltd
14-Apr-18, 14 Apr 18,$44,23,Reminder4u (Reminder + To Do Notes) with Data Sync,harisfarooq12
05-Apr-18, 4 Apr 18,$16,2,DroidURL - Android URL Shortener For AdLinkFly And Premium URL Shortener,sameeradamith
05-Apr-18, 26 May 18,$30,4,Stories | Android Universal Fun Social Stories App Template,cubycode
03-Apr-18, 26 Dec 18,$22,180,Android E-Book App with Material Design,viaviwebtech
30-Mar-18, 5 Feb 19,$17,66,Web to App | Native Universal Android WebView App with AdMob & Firebase PUSH Notification,loser-leo
30-Mar-18, 30 Mar 18,$14,1,Gifeasy - An Ionic Gif Maker App,khoaiapps
22-Mar-18, 20 Jun 18,$22,57,HD Wallpaper Android application with Admob,mcc-ltd
22-Mar-18, 22 Mar 18,$19,0,Nab News 24,ibnrahkm
20-Mar-18, 22 Dec 18,$29,14,Whatsapp Tools - Text Repeat & Status Saver - ADMOB & GDPR,KINGDOV
16-Mar-18, 21 Jun 18,$24,19,Task list ToDO for Android,ExpressTemplate
16-Mar-18, 16 Mar 18,$35,11,Jigsaw Cartoon Puzzle With CMS & AdMob - Android,INVEDION
13-Mar-18, 29 Aug 18,$36,16,Manga Reader - Read Manga & Comics with Admob & Firebase,somebody21
13-Mar-18, 13 Mar 18,$34,18,Traveler - Video sharing  social network for travelers with Chat, Nearby Users and Places
13-Mar-18, 25 Jan 19,$15,21,Crypto Flex - Ultimate Crypto App - Market, Calculator and more
10-Mar-18, 15 Dec 18,$29,19,Blood donation (Android),SIMPLEAPP
06-Mar-18, 8 Mar 19,$39,11,Yummy Restaurant,W3Engineers
02-Mar-18, 29 Apr 18,$59,12,Instagram Utility - Save Photos, HD DP and Stories with Admob Ads
28-Feb-18, 22 Oct 18,$49,0,Finger Pranks Bundle + Admob Ads,Bezruk
28-Feb-18, 22 Oct 18,$17,8,Simple Drum Pads + Admob Ads,Bezruk
28-Feb-18, 12 Dec 18,$124,82,Taxi application Android solution + dashboard,minimalistic_apps
25-Feb-18, 22 Oct 18,$19,10,Autoreply app + Admob Ads,Bezruk
25-Feb-18, 24 Feb 18,$29,12,Forecast4u Weather App+Offline Cache,harisfarooq12
21-Feb-18, 6 Nov 18,$34,116,Doctor Finder - Complete Medical Solution Android Application,FreakTemplate
21-Feb-18, 30 Mar 18,$19,5,Hyper - Youtube Playlist Viewing Application + Admob [Android],01eg_me
21-Feb-18, 27 Feb 18,$10,43,Near jobs,tinydevelopers
19-Feb-18, 1 Oct 18,$11,4,Voice Text - Android Studio (Java) + AdMob,14-Nov
19-Feb-18, 5 Jun 18,$24,25,Story Template for Android,ExpressTemplate
12-Feb-18, 11 Feb 18,$29,14,My Shop | A Product Showcasing Application based on WooCommerce with Push Notification,mcc-ltd
01-Feb-18, 6 Mar 19,$59,38,AppBox Android(City Directory, Restaurant
01-Feb-18, 5 Mar 19,$21,34,PSNews (Multipurpose Android News Application With Google Material Design) v1.5,Panacea-Soft
27-Jan-18, 16 Aug 18,$26,62,7 Minute Workout for Android,ExpressTemplate
27-Jan-18, 1 Feb 18,$45,11,Coloring Book For Kids With CMS & AdMob - Android,INVEDION
22-Jan-18, 4 Mar 19,$59,333,NearbyStores - Offers,
19-Jan-18, 19 Jan 18,$19,27,My Kitchen | Recipe Cookbook native android application based on WordPress,mcc-ltd
17-Jan-18, 16 Jan 18,$20,29,How to draw Tattoo Android Full Application,FreakTemplate
10-Jan-18, 4 Aug 18,$20,286,Quizix - Android Quiz App with AdMob, Offline Data Caching
05-Jan-18, 8 Feb 19,$30,40,MyStream | Android Universal Social Network App Template + Web PHP version,cubycode
03-Jan-18, 21 Jun 18,$24,25,Bidirectional Dictionary Template for Android,ExpressTemplate
02-Jan-18, 20 Feb 19,$39,236,PlayTube - Sharing Video Script Mobile Android Native Application,DoughouzLight
29-Dec-17, 29 Dec 17,$18,11,Smart Clock,Fontos
29-Dec-17, 29 Dec 17,$19,14,Supportify | Real time android mobile support system with dashboard,icanstudioz
27-Dec-17, 20 May 18,$32,31,Android Ecommerce - GroceryShop App,openfox
27-Dec-17, 10 Apr 18,$30,4,SOS Call - Android Studio - WebAdmin,lrevllamez
27-Dec-17, 27 Dec 17,$22,8,Sticky Notes for Android,ExpressTemplate
27-Dec-17, 5 Nov 18,$24,67,Viavi Food Delivery Android App,viaviwebtech
21-Dec-17, 21 Dec 17,$16,21,Ninja Boom Boom (Admob + Android Studio + Eclipse ),aminokee
